data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-01-13;18:39:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA QUARENTA E OITO;347;;;ESPINHEIRO;;CIDADE;COLISÃO TRASEIRA;ENTRE 3 AUTOS. S/V;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-13;18:43:00;SEM VÍTIMA;CANCELADA;GRAÇAS;RUA ALBERTO PAIVA;;;E/F A FREESABOR;GRAÇAS;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;18:52:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;445;;;BOA VIAGEM;;SUBURBIO;CHOQUE VEÍCULO PARADO;COLISÃO ENTRE DOIS AUTOS- POSTERIORMENTE UM CAPOTAMENTO;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-13;18:58:00;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;417;;E/F A FLOR ARTE;IMBIRIBEIRA;;CIDADE;COLISÃO;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;19:03:00;SEM VÍTIMA;CANCELADA;BOA VISTA;RUA PRINCESA IZABEL;;RUA DA AURORA;APÓS A FACULDADE DE DIREITO / E/F AO PRÉDIO DA POLÍCIA CIVIL;BOA VISTA;;;COLISÃO;ENTRE AUTO E ÕNIBUS DE TURISMO. S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-13;19:06:00;SEM VÍTIMA;FINALIZADA;CURADO;AV PREFEITO ANTONIO PEREIRA;;RUA MINISTRO MARIO ANDREAZZA;;CURADO;;;ABALROAMENTO TRANSVERSAL;ENTRE ÕNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-01-13;22:24:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;188;;FRENTE RESIDÊNCIA DE Nº 188;VÁRZEA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2020-01-14;06:52:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;;EM FRENTE A GALERIA SETUBAL CENTER;BOA VIAGEM;433;;COLISÃO TRASEIRA;COLISAO S/ VITIMA. ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa contínua;;
2020-01-14;07:23:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;RUA PAISSANDU;SOB O SEMÁFORO Nº 069;PAISSANDU;69;;ABALROAMENTO TRANSVERSAL;COLISÃO S/VITIMAS ENTRE DOIS AUTOS (PONTO FIXO ERIVAN SILVA E LEILA NO QTH);2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;Dupla;Canteiro central;;
2020-01-14;08:02:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV JOAO DE BARROS;;RUA CONS PORTELA;;ESPINHEIRO;;CIDADE;ABALROAMENTO LONGITUDINAL;AUTO X ÔNIBUS;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2020-01-14;09:27:00;SEM VÍTIMA;FINALIZADA;ALTO JOSÉ DO PINHO;AV NORTE;4590;;APÓS A ENTRADA DO ALTO JOSÉ DO PINHO;ALTO JOSÉ DO PINHO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE TRES CAMINHÕES;1;;;;;;2;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2020-01-14;09:34:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;RUA FALCAO DE LACERDA;447;RUA PAPA JOAO VINTE E TRES;EM FRENTE A ART MOVEIS;TEJIPIÓ;285;CIDADE;ABALROAMENTO LONGITUDINAL;MOTO E AUTO;1;1;;;;;;;;1;;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2020-01-14;09:39:00;SEM VÍTIMA;CANCELADA;BARRO;AV DR JOSE RUFINO;2642;;OFICINA DO MAGO// JB MOTOS;BARRO;;AFOGADOS;COLISÃO;COLISAO S/ VITIMA. AMBULANCIA E TAXI;1;;;;;;;;1;0;;;;;;;;;;;;;;
2020-01-14;10:18:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;;AV MARECHAL MASCARENHAS DE MORAES;;IMBIRIBEIRA;225;SUBURBIO;ABALROAMENTO LONGITUDINAL;DOIS AUTOS  PONTO FIXO GM RAMBALDI;1;;;;;;;;1;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;40 km/h;Única;Faixa seccionada;;
2020-01-14;10:21:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DESENHISTA EULINO SANTOS;1170;RUA DA REGENERACAO;CONJUNTO ELDORADO. PRÓXIMO A ANTIGA FÁBRICA DA COCACOLA;ARRUDA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO COM VITIMA. ENTRE MOTO E VEICULO. VT 08 NO LOCAL;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-01-14;10:22:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA PADRE TEOFILO TWORZ;;RUA CARLOS GOMES;;PRADO;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-01-14;10:24:00;SEM VÍTIMA;CANCELADA;MADALENA;RUA REAL DA TORRE;570;;AO LADO DO MERCADO DA MADALENA;MADALENA;;;COLISÃO;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-14;10:26:00;COM VÍTIMA;FINALIZADA;PRADO;RUA GOMES TABORDA;;;PXÓXIMO AO BAILE PERFUMADO;PRADO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO COM VITIMA - CICLOMOTOR ENVOLVIDO NÃO POSSUI PLACA DE IDENTIFICAÇÃO.;1;;1;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;Dupla;Faixa seccionada;;
2020-01-14;11:12:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;634;;EDIFICIO JOSE ESTACIO VIEIRA;BOA VIAGEM;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;4;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
2020-01-14;11:15:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;600;;E/F A ACADEMIA HI;CAMPO GRANDE;;;ABALROAMENTO LONGITUDINAL;COLISÃO C/VITIMA ENTRE UMA MOTO E UM AUTO;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Faixa contínua;;
2020-01-14;11:25:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A CAIXA ECONOMICA FEDERAL;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE TRES AUTOS;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;Dupla;Faixa contínua;Canteiro central;
2020-01-14;11:28:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV DES JOSE NEVES;159;;;IMBIRIBEIRA;567;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO S/ VITAMO. ENTRE MOTO E VEICULO;2;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canal;;
2020-01-14;13:32:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BRUNO VELOSO;528;RUA PROFESSOR JOAO MEDEIROS;E/F A ACADEMIA R2;BOA VIAGEM;335;CIDADE;ABALROAMENTO LONGITUDINAL;ENTRE DOIS AUTOS C/V;2;;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-14;13:39:00;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV MARTIN LUTHER KING;115;;BORRACHARIA DO GEL;JOANA BEZERRA;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
2020-01-14;13:52:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;NO TERMINAL DO CAIS DE SANTA RITA;SÃO JOSÉ;;;ATROPELAMENTO;ONIBUS ATROPELOU UM PEDESTRE;;;;;1;1;;;;1;;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Faixa de pedestre;Outras;;Dupla;Não existe;;
2020-01-14;14:06:00;SEM VÍTIMA;CANCELADA;ENCRUZILHADA;RUA ENGENHEIRO LUIZ VAUTHIER;;EST DE BELEM;E/F AO BANCO ITAU;ENCRUZILHADA;;;COLISÃO;ONIBUS X AUTO PASSEIO S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-14;14:28:00;COM VÍTIMA;FINALIZADA;SANCHO;AV LIBERDADE;612;EST DO CURADO;PROXIMO A ANTIGA PIZZARIA MANA E EM FRENTE A MONTE CARLOS. POSTE H030325.;SANCHO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
2020-01-14;14:32:00;SEM VÍTIMA;CANCELADA;GRAÇAS;RUA DAS PERNAMBUCANAS;;;E/F AO HOSPITAL JAYME DA FONTE;GRAÇAS;;;COLISÃO;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-14;14:34:00;SEM VÍTIMA;FINALIZADA;IBURA;AV RECIFE;2528;;ATACAMAX ATACADO;IBURA;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-01-14;14:39:00;SEM VÍTIMA;CANCELADA;NOVA DESCOBERTA;RUA CORREGO DO JOAQUIM;;;NO TERMINAL DO CORREGO DO JOAQUIM;NOVA DESCOBERTA;;;COLISÃO;COLISAO ENTRE ONIBUS E TAXI S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2020-01-14;14:58:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;RUA ERNESTO DE PAULA SANTOS;;BOA VIAGEM;113;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;1;;;;;;;;0;;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2020-01-14;15:04:00;SEM VÍTIMA;FINALIZADA;ILHA DO LEITE;PRC MIGUEL DE CERVANTES;961;;EM FRENTE AO POSTE Nº H 027310;ILHA DO LEITE;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Não existe;;
2020-01-14;15:21:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV JOAQUIM RIBEIRO;;RUA GASTAO VIDIGAL;PRÓXIMO A UPA DA CAXANGÁ;VÁRZEA;281;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;;Única;Faixa seccionada;;
2020-01-14;17:12:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;1262;EST DO BONGI;PROX AO POSTO BR. EM FRENTE AO SOS MINGAU DA SOCORRO.;AFOGADOS;394;CIDADE;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS;2;;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa contínua;;
2020-01-14;17:45:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;210;RUA CAMBOIM;;BOA VIAGEM;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;60 km/h;Única;Faixa seccionada;;
2020-01-14;18:09:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ARMINDO MOURA;;RUA VISCONDE DE JEQUITINHONHA;NO CRUZAMENTO MESMO/ RUA VISCONDE DE JEQUITINHONHA;BOA VIAGEM;258;SUBURBIO;ATROPELAMENTO;ATROPELAMENTO COM VITIMA;1;;;;1;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;Canteiro central;
2020-01-14;19:02:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA PINTOR ANTONIO ALBUQUERQUE;;;;IPSEP;;CIDADE;ABALROAMENTO LONGITUDINAL;CAMINHÃO X ONIBUS S/V;;;;;;1;1;;;0;;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;;;
2020-01-14;19:11:00;SEM VÍTIMA;CANCELADA;CASA FORTE;AV DEZESSETE DE AGOSTO;261;;PROX AO POSTO BR SENTIDO CIDADE;CASA FORTE;;;COLISÃO;COLISAO SEM VITIMAS;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-14;19:30:00;SEM VÍTIMA;FINALIZADA;IBURA;AV SERRA DA MANTIQUEIRA;205;;;IBURA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO SEM VITIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-14;20:34:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;1447;RUA ANIZIO GALVAO;AUTOCAR EXPRESS;IPSEP;70;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO SEM VITIMAS;1;1;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2020-01-15;00:56:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA PADRE TEOFILO TWORZ;;RUA SANTA EDWIRGES;IGREJA PRESBITERIANA;PRADO;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS- S/V;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-15;07:06:00;SEM VÍTIMA;CANCELADA;AFOGADOS;RUA VINTE E UM DE ABRIL;541;;EM FRENTE A GARAGEM DA VITAL ENGENHARIA;AFOGADOS;;;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;;;;;;;;;;;;;;
2020-01-15;07:16:00;SEM VÍTIMA;FINALIZADA;ZUMBI;RUA TOMAZ GONZAGA;;RUA SOUZA BANDEIRA;SEMÁFORO DE Nº 448;ZUMBI;448;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE UM AUTO E UMA MOTO;1;1;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-3;;Dupla;Faixa seccionada;;
2020-01-15;07:21:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;2802;;SOBRE O VIADUTO QUE PASSA POR CIMA DA BR 101;TEJIPIÓ;;CIDADE;ABALROAMENTO TRANSVERSAL;COM UMA VITIMA AGUARDANDO SAMU;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa seccionada;;
2020-01-15;08:07:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;;EM FRENTE AO LABORATÓRIO NABUCO LOPES- PRÓXIMO AO SEM Nº 268;CORDEIRO;268;CIDADE;ABALROAMENTO LONGITUDINAL;DOIS AUTOS E UMA MOTO;2;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2020-01-15;08:22:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA DA REGENERACAO;;AV BEBERIBE;AO LADO DO POSTO DE COMBUSTÍVEL BR;ÁGUA FRIA;187;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO S/ VITIMA. ENTRE VEICULO PARTICULAR E CAMINHAO DA COCA COLA. VT. 011. GM. DOUGLAS E RAFAEL LUIZ NO LOCAL;1;;;;;;1;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
2020-01-15;08:25:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;46;;APÓS O COLÉGIO VISÃO;ESTÂNCIA;;CIDADE;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Incompleta;Seca;;Não existe;Outras;60 km/h;Dupla;Faixa seccionada;;
2020-01-15;09:37:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV JOAO DE BARROS;919;;EM FRENTE AO SANTANDER;SANTO AMARO;;CIDADE;COLISÃO TRASEIRA;SEM VITIMA. ENTRE TRES VEICULOS.;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Canteiro central;;
2020-01-15;09:46:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR JOSE BRANDAO;;AV ENGENHEIRO DOMINGOS FERREIRA;;BOA VIAGEM;550;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2020-01-15;10:12:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;2240;;MOTO ELETRICA;IPSEP;;SUBURBIO;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;;Outros;Outras;;Única;Faixa seccionada;Canteiro central;
2020-01-15;10:33:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3595;;EM FRENTE A ESCOLA FERNANDES VIEIRA- Nº 3595;IPUTINGA;229;CIDADE;COLISÃO TRASEIRA;SEM VITIMAS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
2020-01-15;10:38:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;RUA GOMES TABORDA;951;;ARMAZEM SANTO ANDRE;CORDEIRO;;;COLISÃO TRASEIRA;SEM VITIMA. ENTRE TRES VEICULOS;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-01-15;10:47:00;SEM VÍTIMA;CANCELADA;AREIAS;RUA BARROS SOBRINHO;112;;PROX A HONDA CENTRO DE TREINAMENTO;AREIAS;;;COLISÃO;COLISAO S/ VITIMA ENTRE VEICULO PARTICULAR E CAMINHAO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2020-01-15;11:39:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4815;;PARVI LOCADORA;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;COLISAO S/ VITIMA. ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-01-15;11:44:00;SEM VÍTIMA;CANCELADA;AFLITOS;AV RUI BARBOSA;1541;;EM FRENTE AO COLEGIO DAMAS;AFLITOS;;;COLISÃO;COLISAO S/ VITIMA.ENTRE DOIS VEICULOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-15;12:02:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;RUA JOSE LUIZ DA SILVEIRA BARROS;;ESPINHEIRO;;SUBURBIO;CHOQUE VEÍCULO PARADO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;
2020-01-15;12:23:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOM BOSCO;1183;AV CONDE DA BOA VISTA;ESQUINA DO POSTO DOM BOSCO;BOA VISTA;27;SUBURBIO;ABALROAMENTO TRANSVERSAL;COM VITIMA;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;40 km/h;;Faixa;;
2020-01-15;12:26:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV BOA VIAGEM;3722;;EM FRENTE AO ORLA BAR E RESTAURANTE;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-15;14:08:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR JOAO MEDEIROS;533;;ED RENATO MEDEIROS;BOA VIAGEM;335;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VITIMA;1;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;;
2020-01-15;14:19:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;945;;EM FRENTE DO QUARTEL;AFOGADOS;;CIDADE;ABALROAMENTO TRANSVERSAL;COM VITIMA;2;;;;;;;;;1;;Longo da via;Bom;Sem defeito;Incompleta;Seca;;Faixa de pedestre;Outras;;Dupla;Faixa;;
2020-01-15;15:48:00;SEM VÍTIMA;FINALIZADA;BRASÍLIA TEIMOSA;RUA ARABAIANA;;RUA ARTUR BERNARDES;;BRASÍLIA TEIMOSA;;;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-01-15;15:55:00;COM VÍTIMA;FINALIZADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;118;;EM FRENTE A ENTRADA DO EXTRA;MADALENA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA;;2;;;;;;;;2;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;;Dupla;Faixa contínua;Faixa seccionada;
2020-01-15;16:20:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV RUI BARBOSA;370;;;GRAÇAS;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;1;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-01-15;17:03:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;EM FRENTE SÃO PAULO VEÍCULOS;IPSEP;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2020-01-15;17:04:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA BENFICA;;;SAÍDA DO TÚNEL CHICO SCIENCE;ILHA DO RETIRO;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;40 km/h;Única;Faixa seccionada;;
2020-01-15;17:33:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA IMPERADOR PEDRO SEGUNDO;307;RUA MARQUES DO RECIFE;EM FRENTE AO EDIFÍCIO ARMANDO MONTEIRO FILHO;SANTO ANTÔNIO;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;;;;;;1;1;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2020-01-15;17:39:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA GASTAO VIDIGAL;;;EM FRENTE AO CALDINHO DO MARROM E A PARADA DE Nº 090278;VÁRZEA;281;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
